seq,chapter,sentence,slen,note,noun,verb,adj,adv,con,pron,punct,dt,other,text,pos
815,10,121,20,,5,3,2,0,4,4,3,0,2,"At other times he repeated my favourite poems, or drew me out into arguments, which he supported with great ingenuity.","[('At', 'IN'), ('other', 'JJ'), ('times', 'NNS'), ('he', 'PRP'), ('repeated', 'VBD'), ('my', 'PRP$'), ('favourite', 'NN'), ('poems', 'NNS'), (',', ','), ('or', 'CC'), ('drew', 'VB'), ('me', 'PRP'), ('out', 'RP'), ('into', 'IN'), ('arguments', 'NNS'), (',', ','), ('which', 'WDT'), ('he', 'PRP'), ('supported', 'VBD'), ('with', 'IN'), ('great', 'JJ'), ('ingenuity', 'NN'), ('.', '.')]"
816,10,122,22,,6,5,0,0,4,3,3,3,1,"We returned to our college on a Sunday afternoon:  the peasants were dancing, and every one we met appeared gay and happy.","[('We', 'PRP'), ('returned', 'VBD'), ('to', 'TO'), ('our', 'PRP$'), ('college', 'NN'), ('on', 'IN'), ('a', 'DT'), ('Sunday', 'NNP'), ('afternoon', 'NN'), (':', ':'), ('the', 'DT'), ('peasants', 'NNS'), ('were', 'VBD'), ('dancing', 'VBG'), (',', ','), ('and', 'CC'), ('every', 'DT'), ('one', 'CD'), ('we', 'PRP'), ('met', 'VBD'), ('appeared', 'VBN'), ('gay', 'NN'), ('and', 'CC'), ('happy', 'NN'), ('.', '.')]"
817,10,123,16,,4,3,2,0,5,2,2,0,0,"My own spirits were high, and I bounded along with feelings of unbridled joy and hilarity.","[('My', 'PRP$'), ('own', 'JJ'), ('spirits', 'NNS'), ('were', 'VBD'), ('high', 'JJ'), (',', ','), ('and', 'CC'), ('I', 'PRP'), ('bounded', 'VBD'), ('along', 'IN'), ('with', 'IN'), ('feelings', 'NNS'), ('of', 'IN'), ('unbridled', 'VBN'), ('joy', 'NN'), ('and', 'CC'), ('hilarity', 'NN'), ('.', '.')]"
818,11,1,53,Act 2: The monster takes revenge,14,9,2,4,10,8,7,5,2,"On my return, I found the following letter from my father:-- ""My dear Victor, ""You have probably waited impatiently for a letter to fix the date of your return to us; and I was at first tempted to write only a few lines, merely mentioning the day on which I should expect you.","[('On', 'IN'), ('my', 'PRP$'), ('return', 'NN'), (',', ','), ('I', 'PRP'), ('found', 'VBD'), ('the', 'DT'), ('following', 'NN'), ('letter', 'NN'), ('from', 'IN'), ('my', 'PRP$'), ('father', 'NN'), (':--', ':'), ('""', ':'), ('My', 'NNP'), ('dear', 'NN'), ('Victor', 'NNP'), (',', ','), ('""', 'NNP'), ('You', 'NNP'), ('have', 'VBP'), ('probably', 'RB'), ('waited', 'VBN'), ('impatiently', 'RB'), ('for', 'IN'), ('a', 'DT'), ('letter', 'NN'), ('to', 'TO'), ('fix', 'VB'), ('the', 'DT'), ('date', 'NN'), ('of', 'IN'), ('your', 'PRP$'), ('return', 'NN'), ('to', 'TO'), ('us', 'PRP'), (';', ':'), ('and', 'CC'), ('I', 'PRP'), ('was', 'VBD'), ('at', 'IN'), ('first', 'JJ'), ('tempted', 'VBN'), ('to', 'TO'), ('write', 'VB'), ('only', 'RB'), ('a', 'DT'), ('few', 'JJ'), ('lines', 'NNS'), (',', ','), ('merely', 'RB'), ('mentioning', 'VBG'), ('the', 'DT'), ('day', 'NN'), ('on', 'IN'), ('which', 'WDT'), ('I', 'PRP'), ('should', 'MD'), ('expect', 'VB'), ('you', 'PRP'), ('.', '.')]"
819,11,2,13,,2,3,0,1,2,2,2,2,1,"But that would be a cruel kindness, and I dare not do it.","[('But', 'CC'), ('that', 'DT'), ('would', 'MD'), ('be', 'VB'), ('a', 'DT'), ('cruel', 'NN'), ('kindness', 'NN'), (',', ','), ('and', 'CC'), ('I', 'PRP'), ('dare', 'VBP'), ('not', 'RB'), ('do', 'VB'), ('it', 'PRP'), ('.', '.')]"
820,11,3,23,,7,4,0,1,4,4,6,2,1,"What would be your surprise, my son, when you expected a happy and glad welcome, to behold, on the contrary, tears and wretchedness?","[('What', 'WP'), ('would', 'MD'), ('be', 'VB'), ('your', 'PRP$'), ('surprise', 'NN'), (',', ','), ('my', 'PRP$'), ('son', 'NN'), (',', ','), ('when', 'WRB'), ('you', 'PRP'), ('expected', 'VBN'), ('a', 'DT'), ('happy', 'NN'), ('and', 'CC'), ('glad', 'VBD'), ('welcome', 'NN'), (',', ','), ('to', 'TO'), ('behold', 'VB'), (',', ','), ('on', 'IN'), ('the', 'DT'), ('contrary', 'NN'), (',', ','), ('tears', 'NNS'), ('and', 'CC'), ('wretchedness', 'NN'), ('?', '.')]"
821,11,4,8,,2,1,0,1,1,2,3,0,1,"And how, Victor, can I relate our misfortune?","[('And', 'CC'), ('how', 'WRB'), (',', ','), ('Victor', 'NNP'), (',', ','), ('can', 'MD'), ('I', 'PRP'), ('relate', 'VB'), ('our', 'PRP$'), ('misfortune', 'NN'), ('?', '.')]"
822,11,5,22,,6,4,2,1,4,4,2,0,1,Absence cannot have rendered you callous to our joys and griefs; and how shall I inflict pain on my long absent son?,"[('Absence', 'NN'), ('cannot', 'VBD'), ('have', 'VB'), ('rendered', 'VBN'), ('you', 'PRP'), ('callous', 'JJ'), ('to', 'TO'), ('our', 'PRP$'), ('joys', 'NNS'), ('and', 'CC'), ('griefs', 'NNS'), (';', ':'), ('and', 'CC'), ('how', 'WRB'), ('shall', 'MD'), ('I', 'PRP'), ('inflict', 'VB'), ('pain', 'NN'), ('on', 'IN'), ('my', 'PRP$'), ('long', 'JJ'), ('absent', 'NN'), ('son', 'NN'), ('?', '.')]"
823,11,6,36,,7,6,3,2,7,6,3,4,1,"I wish to prepare you for the woeful news, but I know it is impossible; even now your eye skims over the page to seek the words which are to convey to you the horrible tidings.","[('I', 'PRP'), ('wish', 'VBP'), ('to', 'TO'), ('prepare', 'VB'), ('you', 'PRP'), ('for', 'IN'), ('the', 'DT'), ('woeful', 'JJ'), ('news', 'NN'), (',', ','), ('but', 'CC'), ('I', 'PRP'), ('know', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('impossible', 'JJ'), (';', ':'), ('even', 'RB'), ('now', 'RB'), ('your', 'PRP$'), ('eye', 'NN'), ('skims', 'NNS'), ('over', 'IN'), ('the', 'DT'), ('page', 'NN'), ('to', 'TO'), ('seek', 'VB'), ('the', 'DT'), ('words', 'NNS'), ('which', 'WDT'), ('are', 'VBP'), ('to', 'TO'), ('convey', 'NN'), ('to', 'TO'), ('you', 'PRP'), ('the', 'DT'), ('horrible', 'JJ'), ('tidings', 'NNS'), ('.', '.')]"
824,11,7,20,,5,4,3,3,3,3,5,0,0,"""William is dead!--that sweet child, whose smiles delighted and warmed my heart, who was so gentle, yet so gay!","[('""', 'NN'), ('William', 'NNP'), ('is', 'VBZ'), ('dead', 'JJ'), ('!--', ':'), ('that', 'IN'), ('sweet', 'JJ'), ('child', 'NN'), (',', ','), ('whose', 'WP$'), ('smiles', 'NNS'), ('delighted', 'VBN'), ('and', 'CC'), ('warmed', 'VBN'), ('my', 'PRP$'), ('heart', 'NN'), (',', ','), ('who', 'WP'), ('was', 'VBD'), ('so', 'RB'), ('gentle', 'JJ'), (',', ','), ('yet', 'CC'), ('so', 'RB'), ('gay', 'RB'), ('!', '.')]"
825,11,8,4,,1,2,0,0,0,1,2,0,0,"Victor, he is murdered!","[('Victor', 'NNP'), (',', ','), ('he', 'PRP'), ('is', 'VBZ'), ('murdered', 'VBN'), ('!', '.')]"
826,11,9,16,,3,3,0,2,3,2,2,2,2,"""I will not attempt to console you; but will simply relate the circumstances of the transaction.","[('""', 'NN'), ('I', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('attempt', 'VB'), ('to', 'TO'), ('console', 'VB'), ('you', 'PRP'), (';', ':'), ('but', 'CC'), ('will', 'MD'), ('simply', 'RB'), ('relate', 'VB'), ('the', 'DT'), ('circumstances', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('transaction', 'NN'), ('.', '.')]"
827,11,10,16,,7,2,1,0,3,3,5,0,2,"""Last Thursday (May 7th), I, my niece, and your two brothers, went to walk in Plainpalais.","[('""', 'NN'), ('Last', 'JJ'), ('Thursday', 'NNP'), ('(', 'NNP'), ('May', 'NNP'), ('7th', 'CD'), ('),', ','), ('I', 'PRP'), (',', ','), ('my', 'PRP$'), ('niece', 'NN'), (',', ','), ('and', 'CC'), ('your', 'PRP$'), ('two', 'CD'), ('brothers', 'NNS'), (',', ','), ('went', 'VBD'), ('to', 'TO'), ('walk', 'VB'), ('in', 'IN'), ('Plainpalais', 'NNP'), ('.', '.')]"
828,11,11,14,,5,2,1,0,3,2,2,1,0,"The evening was warm and serene, and we prolonged our walk farther than usual.","[('The', 'DT'), ('evening', 'NN'), ('was', 'VBD'), ('warm', 'NN'), ('and', 'CC'), ('serene', 'NN'), (',', ','), ('and', 'CC'), ('we', 'PRP'), ('prolonged', 'VBD'), ('our', 'PRP$'), ('walk', 'NN'), ('farther', 'NN'), ('than', 'IN'), ('usual', 'JJ'), ('.', '.')]"
829,11,12,27,,3,9,0,3,8,4,4,0,0,"It was already dusk before we thought of returning; and then we discovered that William and Ernest, who had gone on before, were not to be found.","[('It', 'PRP'), ('was', 'VBD'), ('already', 'RB'), ('dusk', 'VB'), ('before', 'IN'), ('we', 'PRP'), ('thought', 'VBD'), ('of', 'IN'), ('returning', 'NN'), (';', ':'), ('and', 'CC'), ('then', 'RB'), ('we', 'PRP'), ('discovered', 'VBD'), ('that', 'IN'), ('William', 'NNP'), ('and', 'CC'), ('Ernest', 'NNP'), (',', ','), ('who', 'WP'), ('had', 'VBD'), ('gone', 'VBN'), ('on', 'IN'), ('before', 'IN'), (',', ','), ('were', 'VBD'), ('not', 'RB'), ('to', 'TO'), ('be', 'VB'), ('found', 'VBN'), ('.', '.')]"
830,11,13,10,,1,2,0,1,2,2,1,1,1,We accordingly rested on a seat until they should return.,"[('We', 'PRP'), ('accordingly', 'RB'), ('rested', 'VBN'), ('on', 'IN'), ('a', 'DT'), ('seat', 'NN'), ('until', 'IN'), ('they', 'PRP'), ('should', 'MD'), ('return', 'VB'), ('.', '.')]"
831,11,14,48,,5,15,1,4,13,9,8,1,0,"Presently Ernest came, and enquired if we had seen his brother; he said, that he had been playing with him, that William had run away to hide himself, and that he vainly sought for him, and afterwards waited for a long time, but that he did not return.","[('Presently', 'RB'), ('Ernest', 'NNP'), ('came', 'VBD'), (',', ','), ('and', 'CC'), ('enquired', 'VBD'), ('if', 'IN'), ('we', 'PRP'), ('had', 'VBD'), ('seen', 'VBN'), ('his', 'PRP$'), ('brother', 'NN'), (';', ':'), ('he', 'PRP'), ('said', 'VBD'), (',', ','), ('that', 'IN'), ('he', 'PRP'), ('had', 'VBD'), ('been', 'VBN'), ('playing', 'VBG'), ('with', 'IN'), ('him', 'PRP'), (',', ','), ('that', 'IN'), ('William', 'NNP'), ('had', 'VBD'), ('run', 'VBN'), ('away', 'RB'), ('to', 'TO'), ('hide', 'VB'), ('himself', 'PRP'), (',', ','), ('and', 'CC'), ('that', 'IN'), ('he', 'PRP'), ('vainly', 'RB'), ('sought', 'VBD'), ('for', 'IN'), ('him', 'PRP'), (',', ','), ('and', 'CC'), ('afterwards', 'NNS'), ('waited', 'VBD'), ('for', 'IN'), ('a', 'DT'), ('long', 'JJ'), ('time', 'NN'), (',', ','), ('but', 'CC'), ('that', 'IN'), ('he', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('return', 'VB'), ('.', '.')]"
832,11,15,26,,6,6,0,2,6,4,3,2,1,"""This account rather alarmed us, and we continued to search for him until night fell, when Elizabeth conjectured that he might have returned to the house.","[('""', 'NN'), ('This', 'DT'), ('account', 'NN'), ('rather', 'RB'), ('alarmed', 'VBN'), ('us', 'PRP'), (',', ','), ('and', 'CC'), ('we', 'PRP'), ('continued', 'VBD'), ('to', 'TO'), ('search', 'NN'), ('for', 'IN'), ('him', 'PRP'), ('until', 'IN'), ('night', 'NN'), ('fell', 'VBD'), (',', ','), ('when', 'WRB'), ('Elizabeth', 'NNP'), ('conjectured', 'VBD'), ('that', 'IN'), ('he', 'PRP'), ('might', 'MD'), ('have', 'VB'), ('returned', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('house', 'NN'), ('.', '.')]"
833,11,16,4,,0,1,0,2,0,1,1,0,0,He was not there.,"[('He', 'PRP'), ('was', 'VBD'), ('not', 'RB'), ('there', 'RB'), ('.', '.')]"
834,11,17,36,,9,8,0,4,7,5,6,2,1,"We returned again, with torches; for I could not rest, when I thought that my sweet boy had lost himself, and was exposed to all the damps and dews of night; Elizabeth also suffered extreme anguish.","[('We', 'PRP'), ('returned', 'VBD'), ('again', 'RB'), (',', ','), ('with', 'IN'), ('torches', 'NNS'), (';', ':'), ('for', 'IN'), ('I', 'PRP'), ('could', 'MD'), ('not', 'RB'), ('rest', 'VB'), (',', ','), ('when', 'WRB'), ('I', 'PRP'), ('thought', 'VBD'), ('that', 'IN'), ('my', 'PRP$'), ('sweet', 'NN'), ('boy', 'NN'), ('had', 'VBD'), ('lost', 'VBN'), ('himself', 'PRP'), (',', ','), ('and', 'CC'), ('was', 'VBD'), ('exposed', 'VBN'), ('to', 'TO'), ('all', 'DT'), ('the', 'DT'), ('damps', 'NNS'), ('and', 'CC'), ('dews', 'NNS'), ('of', 'IN'), ('night', 'NN'), (';', ':'), ('Elizabeth', 'NNP'), ('also', 'RB'), ('suffered', 'VBD'), ('extreme', 'NN'), ('anguish', 'NN'), ('.', '.')]"
835,11,18,40,,9,7,3,1,9,5,4,5,2,"About five in the morning I discovered my lovely boy, whom the night before I had seen blooming and active in health, stretched on the grass livid and motionless; the print of the murder's finger was on his neck.","[('About', 'IN'), ('five', 'CD'), ('in', 'IN'), ('the', 'DT'), ('morning', 'NN'), ('I', 'PRP'), ('discovered', 'VBD'), ('my', 'PRP$'), ('lovely', 'RB'), ('boy', 'JJ'), (',', ','), ('whom', 'WP'), ('the', 'DT'), ('night', 'NN'), ('before', 'IN'), ('I', 'PRP'), ('had', 'VBD'), ('seen', 'VBN'), ('blooming', 'VBG'), ('and', 'CC'), ('active', 'JJ'), ('in', 'IN'), ('health', 'NN'), (',', ','), ('stretched', 'VBD'), ('on', 'IN'), ('the', 'DT'), ('grass', 'NN'), ('livid', 'VBD'), ('and', 'CC'), ('motionless', 'NN'), (';', ':'), ('the', 'DT'), ('print', 'NN'), ('of', 'IN'), ('the', 'DT'), ('murder', 'NN'), (""'"", 'POS'), ('s', 'NNS'), ('finger', 'JJR'), ('was', 'VBD'), ('on', 'IN'), ('his', 'PRP$'), ('neck', 'NN'), ('.', '.')]"
836,11,19,18,,5,4,2,0,4,2,2,2,0,"""He was conveyed home, and the anguish that was visible in my countenance betrayed the secret to Elizabeth.","[('""', 'NN'), ('He', 'PRP'), ('was', 'VBD'), ('conveyed', 'VBN'), ('home', 'NN'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('anguish', 'JJ'), ('that', 'IN'), ('was', 'VBD'), ('visible', 'JJ'), ('in', 'IN'), ('my', 'PRP$'), ('countenance', 'NN'), ('betrayed', 'VBN'), ('the', 'DT'), ('secret', 'NN'), ('to', 'TO'), ('Elizabeth', 'NNP'), ('.', '.')]"
837,11,20,8,,1,2,1,1,1,1,1,1,0,She was very earnest to see the corpse.,"[('She', 'PRP'), ('was', 'VBD'), ('very', 'RB'), ('earnest', 'JJS'), ('to', 'TO'), ('see', 'VB'), ('the', 'DT'), ('corpse', 'NN'), ('.', '.')]"
838,11,21,31,,6,8,1,2,6,5,5,3,1,"At first I attempted to prevent her but she persisted, and entering the room where it lay, hastily examined the neck of the victim, and clasping her hands exclaimed, 'O God!","[('At', 'IN'), ('first', 'JJ'), ('I', 'PRP'), ('attempted', 'VBD'), ('to', 'TO'), ('prevent', 'VB'), ('her', 'PRP$'), ('but', 'CC'), ('she', 'PRP'), ('persisted', 'VBD'), (',', ','), ('and', 'CC'), ('entering', 'VBG'), ('the', 'DT'), ('room', 'NN'), ('where', 'WRB'), ('it', 'PRP'), ('lay', 'VBP'), (',', ','), ('hastily', 'RB'), ('examined', 'VBN'), ('the', 'DT'), ('neck', 'NN'), ('of', 'IN'), ('the', 'DT'), ('victim', 'NN'), (',', ','), ('and', 'CC'), ('clasping', 'VBG'), ('her', 'PRP$'), ('hands', 'NNS'), ('exclaimed', 'VBN'), (',', ','), (""'"", ""''""), ('O', 'NNP'), ('God', 'NNP'), ('!', '.')]"
839,11,22,6,,2,2,0,0,0,2,0,0,1,I have murdered my darling child!',"[('I', 'PRP'), ('have', 'VBP'), ('murdered', 'VBN'), ('my', 'PRP$'), ('darling', 'NN'), ('child', 'NN'), (""!'"", ""''"")]"
840,11,23,8,,3,3,0,0,2,1,2,0,0,"""She fainted, and was restored with extreme difficulty.","[('""', 'NN'), ('She', 'PRP'), ('fainted', 'VBD'), (',', ','), ('and', 'CC'), ('was', 'VBD'), ('restored', 'VBN'), ('with', 'IN'), ('extreme', 'NN'), ('difficulty', 'NN'), ('.', '.')]"
841,11,24,11,,0,3,1,3,2,2,2,0,0,"When she again lived, it was only to weep and sigh.","[('When', 'WRB'), ('she', 'PRP'), ('again', 'RB'), ('lived', 'VBD'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('only', 'RB'), ('to', 'TO'), ('weep', 'VB'), ('and', 'CC'), ('sigh', 'JJ'), ('.', '.')]"
842,11,25,25,,4,6,2,1,3,6,2,2,1,"She told me, that that same evening William had teased her to let him wear a very valuable miniature that she possessed of your mother.","[('She', 'PRP'), ('told', 'VBD'), ('me', 'PRP'), (',', ','), ('that', 'IN'), ('that', 'DT'), ('same', 'JJ'), ('evening', 'NN'), ('William', 'NNP'), ('had', 'VBD'), ('teased', 'VBN'), ('her', 'PRP$'), ('to', 'TO'), ('let', 'VB'), ('him', 'PRP'), ('wear', 'VB'), ('a', 'DT'), ('very', 'RB'), ('valuable', 'JJ'), ('miniature', 'NN'), ('that', 'WDT'), ('she', 'PRP'), ('possessed', 'VBD'), ('of', 'IN'), ('your', 'PRP$'), ('mother', 'NN'), ('.', '.')]"
843,11,26,16,,5,4,0,0,2,0,2,4,1,"This picture is gone, and was doubtless the temptation which urged the murderer to the deed.","[('This', 'DT'), ('picture', 'NN'), ('is', 'VBZ'), ('gone', 'VBN'), (',', ','), ('and', 'CC'), ('was', 'VBD'), ('doubtless', 'NN'), ('the', 'DT'), ('temptation', 'NN'), ('which', 'WDT'), ('urged', 'VBD'), ('the', 'DT'), ('murderer', 'NN'), ('to', 'TO'), ('the', 'DT'), ('deed', 'NN'), ('.', '.')]"
844,11,27,24,,3,6,1,1,5,6,3,1,1,"We have no trace of him at present, although our exertions to discover him are unremitted; but they will not restore my beloved William!","[('We', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('trace', 'NN'), ('of', 'IN'), ('him', 'PRP'), ('at', 'IN'), ('present', 'JJ'), (',', ','), ('although', 'IN'), ('our', 'PRP$'), ('exertions', 'NNS'), ('to', 'TO'), ('discover', 'VB'), ('him', 'PRP'), ('are', 'VBP'), ('unremitted', 'VBN'), (';', ':'), ('but', 'CC'), ('they', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('restore', 'VB'), ('my', 'PRP$'), ('beloved', 'VBN'), ('William', 'NNP'), ('!', '.')]"
845,11,28,8,,4,1,1,1,0,1,3,0,1,"""Come, dearest Victor; you alone can console Elizabeth.","[('""', 'NN'), ('Come', 'NNP'), (',', ','), ('dearest', 'JJS'), ('Victor', 'NNP'), (';', ':'), ('you', 'PRP'), ('alone', 'RB'), ('can', 'MD'), ('console', 'VB'), ('Elizabeth', 'NNP'), ('.', '.')]"
846,11,29,18,,6,1,0,2,3,5,3,1,0,"She weeps continually, and accuses herself unjustly as the cause of his death; her words pierce my heart.","[('She', 'PRP'), ('weeps', 'VBZ'), ('continually', 'RB'), (',', ','), ('and', 'CC'), ('accuses', 'NNS'), ('herself', 'PRP'), ('unjustly', 'RB'), ('as', 'IN'), ('the', 'DT'), ('cause', 'NN'), ('of', 'IN'), ('his', 'PRP$'), ('death', 'NN'), (';', ':'), ('her', 'PRP$'), ('words', 'NNS'), ('pierce', 'NN'), ('my', 'PRP$'), ('heart', 'NN'), ('.', '.')]"
847,11,30,22,,3,4,2,2,5,4,4,1,1,"We are all unhappy; but will not that be an additional motive for you, my son, to return and be our comforter?","[('We', 'PRP'), ('are', 'VBP'), ('all', 'RB'), ('unhappy', 'JJ'), (';', ':'), ('but', 'CC'), ('will', 'MD'), ('not', 'RB'), ('that', 'IN'), ('be', 'VB'), ('an', 'DT'), ('additional', 'JJ'), ('motive', 'NN'), ('for', 'IN'), ('you', 'PRP'), (',', ','), ('my', 'PRP$'), ('son', 'NN'), (',', ','), ('to', 'TO'), ('return', 'VB'), ('and', 'CC'), ('be', 'VB'), ('our', 'PRP$'), ('comforter', 'NN'), ('?', '.')]"
848,11,31,3,,2,0,0,0,0,1,1,0,0,Your dear mother!,"[('Your', 'PRP$'), ('dear', 'NN'), ('mother', 'NN'), ('!', '.')]"
849,11,32,2,,2,0,0,0,0,0,2,0,0,"Alas, Victor!","[('Alas', 'NNP'), (',', ','), ('Victor', 'NNP'), ('!', '.')]"
850,11,33,19,,5,5,1,2,2,3,3,1,0,"I now say, Thank God she did not live to witness the cruel, miserable death of her youngest darling!","[('I', 'PRP'), ('now', 'RB'), ('say', 'VBP'), (',', ','), ('Thank', 'NNP'), ('God', 'NNP'), ('she', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('live', 'VB'), ('to', 'TO'), ('witness', 'VB'), ('the', 'DT'), ('cruel', 'NN'), (',', ','), ('miserable', 'JJ'), ('death', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('youngest', 'NN'), ('darling', 'VBG'), ('!', '.')]"
851,11,34,28,,11,3,0,2,9,1,7,2,1,"""Come, Victor; not brooding thoughts of vengeance against the assassin, but with feelings of peace and gentleness, that will heal, instead of festering, the wounds of our minds.","[('""', 'NN'), ('Come', 'NNP'), (',', ','), ('Victor', 'NNP'), (';', ':'), ('not', 'RB'), ('brooding', 'VBG'), ('thoughts', 'NNS'), ('of', 'IN'), ('vengeance', 'NN'), ('against', 'IN'), ('the', 'DT'), ('assassin', 'NN'), (',', ','), ('but', 'CC'), ('with', 'IN'), ('feelings', 'NNS'), ('of', 'IN'), ('peace', 'NN'), ('and', 'CC'), ('gentleness', 'NN'), (',', ','), ('that', 'IN'), ('will', 'MD'), ('heal', 'VB'), (',', ','), ('instead', 'RB'), ('of', 'IN'), ('festering', 'VBG'), (',', ','), ('the', 'DT'), ('wounds', 'NNS'), ('of', 'IN'), ('our', 'PRP$'), ('minds', 'NNS'), ('.', '.')]"
852,11,35,24,,7,1,0,2,8,4,4,2,0,"Enter the house of mourning, my friend, but with kindness and affection for those who love you, and not with hatred for your enemies.","[('Enter', 'NNP'), ('the', 'DT'), ('house', 'NN'), ('of', 'IN'), ('mourning', 'NN'), (',', ','), ('my', 'PRP$'), ('friend', 'NN'), (',', ','), ('but', 'CC'), ('with', 'IN'), ('kindness', 'NN'), ('and', 'CC'), ('affection', 'NN'), ('for', 'IN'), ('those', 'DT'), ('who', 'WP'), ('love', 'RB'), ('you', 'PRP'), (',', ','), ('and', 'CC'), ('not', 'RB'), ('with', 'IN'), ('hatred', 'VBN'), ('for', 'IN'), ('your', 'PRP$'), ('enemies', 'NNS'), ('.', '.')]"
853,11,36,7,,5,1,0,0,1,1,3,0,0,"""Your affectionate and afflicted father,                               ""Alphonse Frankenstein.","[('""', 'NN'), ('Your', 'PRP$'), ('affectionate', 'NN'), ('and', 'CC'), ('afflicted', 'VBD'), ('father', 'NN'), (',', ','), ('""', ':'), ('Alphonse', 'NNP'), ('Frankenstein', 'NNP'), ('.', '.')]"
854,11,37,4,,3,0,0,0,0,0,3,0,2,"""Geneva, May 12th, 17--.""","[('""', 'NN'), ('Geneva', 'NNP'), (',', ','), ('May', 'NNP'), ('12th', 'CD'), (',', ','), ('17', 'CD'), ('--.""', ':')]"
855,11,38,31,,7,8,2,0,6,5,3,3,0,"Clerval, who had watched my countenance as I read this letter, was surprised to observe the despair that succeeded the joy I at first expressed on receiving new from my friends.","[('Clerval', 'NNP'), (',', ','), ('who', 'WP'), ('had', 'VBD'), ('watched', 'VBN'), ('my', 'PRP$'), ('countenance', 'NN'), ('as', 'IN'), ('I', 'PRP'), ('read', 'VBP'), ('this', 'DT'), ('letter', 'NN'), (',', ','), ('was', 'VBD'), ('surprised', 'VBN'), ('to', 'TO'), ('observe', 'VB'), ('the', 'DT'), ('despair', 'NN'), ('that', 'IN'), ('succeeded', 'VBN'), ('the', 'DT'), ('joy', 'NN'), ('I', 'PRP'), ('at', 'IN'), ('first', 'JJ'), ('expressed', 'VBN'), ('on', 'IN'), ('receiving', 'NN'), ('new', 'JJ'), ('from', 'IN'), ('my', 'PRP$'), ('friends', 'NNS'), ('.', '.')]"
856,11,39,14,,4,2,0,0,3,3,2,2,0,"I threw the letter on the table, and covered my face with my hands.","[('I', 'PRP'), ('threw', 'VBD'), ('the', 'DT'), ('letter', 'NN'), ('on', 'IN'), ('the', 'DT'), ('table', 'NN'), (',', ','), ('and', 'CC'), ('covered', 'VBD'), ('my', 'PRP$'), ('face', 'NN'), ('with', 'IN'), ('my', 'PRP$'), ('hands', 'NNS'), ('.', '.')]"
857,11,40,18,,6,5,1,2,2,4,4,0,0,"""My dear Frankenstein,"" exclaimed Henry, when he perceived me weep with bitterness, ""are you always to be unhappy?","[('""', 'NN'), ('My', 'PRP$'), ('dear', 'NN'), ('Frankenstein', 'NNP'), (',""', 'NNP'), ('exclaimed', 'VBD'), ('Henry', 'NNP'), (',', ','), ('when', 'WRB'), ('he', 'PRP'), ('perceived', 'VBD'), ('me', 'PRP'), ('weep', 'VB'), ('with', 'IN'), ('bitterness', 'NN'), (',', ','), ('""', ':'), ('are', 'VBP'), ('you', 'PRP'), ('always', 'RB'), ('to', 'TO'), ('be', 'VB'), ('unhappy', 'JJ'), ('?', '.')]"
